relative_path	id	source_text_sha256	zh_cn	kind	note
assets/data_spec/adv/game/scr/localized/2005年12月31日_05：道中.egpack	tda03_t02366_ruby	48DE0DB16925AD3B0158995365D667F7A7614A06C48608A7453E30BDF0FB9FC8	北美航空航天防御司令部:NORAD	ruby	按对应中文正文重新定位，保留术语别称、语义注释或强调点。
assets/data_spec/adv/game/scr/localized/2006年01月01日_03：フランス歓喜.egpack	tda03_t02560_ruby	48DE0DB16925AD3B0158995365D667F7A7614A06C48608A7453E30BDF0FB9FC8	北美航空航天防御司令部:NORAD	ruby	按对应中文正文重新定位，保留术语别称、语义注释或强调点。
assets/data_spec/adv/game/scr/localized/2006年01月01日_05：北米航空宇宙防衛司令部攻防戦1膠着.egpack	tda03_t02603_ruby	A8EDDA5ADEE87F4769CFA5284F4365C1F544ED3A612E331AE98D71DDD574345B		ruby	译文正文已表达此读音／同义表述，不在中文上方重复日文注音。
assets/data_spec/adv/game/scr/localized/2006年01月01日_10：核の足元.egpack	tda03_t02746_ruby	6B0BD739AD9CEA26AA2B1861AD441BF0F298AD27400806614E85CA1C7258B232	北美航空航天防御司令部:NORAD	ruby	按对应中文正文重新定位，保留术语别称、语义注释或强调点。
assets/data_spec/adv/game/scr/localized/2006年01月01日_21：シアトルで報告を聞く悠陽.egpack	tda03_t03136_ruby	4BB716C9BB498078530294AA171F8C469104952E42F76DB0B0BFEC41860FE6C7	那位:・・	ruby	按对应中文正文重新定位，保留术语别称、语义注释或强调点。
assets/data_spec/adv/game/scr/localized/2006年01月07日_02：柚香入院.egpack	tda03_t03631_ruby	7155E41B25CEB97ADDBC5221D0F3D2DA59EA70AC7D6657E4AE35991EFF760139	不是:・・	ruby	按对应中文正文重新定位，保留术语别称、语义注释或强调点。
assets/data_spec/adv/game/scr/localized/2006年01月07日_03：柚香の部屋.egpack	tda03_t03718_ruby	A9A08C41667152396044D64E2570DBE6571D1BC15888D27F51A2777E3882FC6A	搞错:・・;不小心:・・・	ruby	按对应中文正文重新定位，保留术语别称、语义注释或强调点。
assets/data_spec/adv/game/scr/localized/2006年01月09日_03：呼び出し.egpack	tda03_t04011_ruby	88682B29D6FEF4B495F488AED821CB18AC04F93A601A99A53914CCC1925F816F	叛军:・・	ruby	按对应中文正文重新定位，保留术语别称、语义注释或强调点。
assets/data_spec/adv/game/scr/localized/2006年01月21日_03：真壁、白銀、まりも.egpack	tda03_t05033_ruby	358DD7D33EC41B7DF5F70BA30B5CE84D4BCA18F271C68231B5DDCB099D47D841	下作:・・	ruby	按对应中文正文重新定位，保留术语别称、语义注释或强调点。
assets/data_spec/adv/game/scr/localized/2006年02月17日_02：エレンと響.egpack	tda03_t05622_ruby	AFE10530ED1FB4A865D66F634A1F5A49D5A3A8517CCF9EA19D1073B8FBD5131F	功能:・・	ruby	按对应中文正文重新定位，保留术语别称、语义注释或强调点。
assets/data_spec/adv/game/scr/localized/2006年02月17日_02：エレンと響.egpack	tda03_t05629_ruby	AFE10530ED1FB4A865D66F634A1F5A49D5A3A8517CCF9EA19D1073B8FBD5131F	功能:・・	ruby	按对应中文正文重新定位，保留术语别称、语义注释或强调点。
assets/data_spec/adv/game/scr/localized/2006年02月18日_10：米軍突入部隊.egpack	tda03_t06067_ruby	A7FEECBA9DE458221B284E94E39266FFE2406627CE12A2B7D200E7257F5B9D16		ruby	译文正文已表达此读音／同义表述，不在中文上方重复日文注音。
assets/data_spec/adv/game/scr/localized/2006年02月18日_10：米軍突入部隊.egpack	tda03_t06068_ruby	C233863BB8D86A7865646F905F75D0897997E1DEC0B5DAE4965E2439D103B680		ruby	译文正文已表达此读音／同义表述，不在中文上方重复日文注音。
assets/data_spec/adv/game/scr/localized/2006年02月18日_17：再編成.egpack	tda03_t06381_ruby	DC19C5153666EA91AA180001682633405A0E7754E2E590A3CF2786537D6D1256	身边:・・	ruby	按对应中文正文重新定位，保留术语别称、语义注释或强调点。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00000	527F73CA912B77C8DD4D91262D2819DDC10A5A47F0B31E5FFCB5165537FA98E5	――	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00001	8935A670285C007E05DD146F70C0D66080FFFBBCF005B3D1A2A60B3EA31BA156	艾恩赛德上尉	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00002	1F15745ACF1CEB938A797B2DE33ED324026CCCECAB2C7E132C7A477D9CFC0D79	新闻播报员	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00003	2B3610722D5104A39DF36CB9F236B6AFF68FF861B52C2A8BAEA7341FD9450855	威尔	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00004	F4B8ADF5B8610E65F5C199479FE50257D3C7885282B95B161BBF9A8E99999CC7	沃肯少校	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00005	40594ED88F979AD508EDC1E0FCCD3E4115E1ABAD74BED41A1F2B1015DD865ACA	战犬	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00006	FF3BEA5BA87D10292E6EC4E3FA4099E36671FEAFD4D4DE067E485E00709E6EAC	战犬	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00007	A51C6ACA5579850F0983BE796DEA751F25D0B8732ECF5CD9EACF608D1C0DDACB	战犬小队	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00008	854E8A947CA22534B9FB187D6252A0F162D83A3BC89DE2AEEF860E0FE3E78EC9	艾伦	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00009	E374D449C572F415C331298E0BEB787A86EB8C3CD4B4F5471145B48D928F68BB	艾伦·雫	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00010	988D8FD9D8F873554682571BC70B7F498D4C6CF4E0B60A882D15CA647001BB2F	操作员	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00011	A3FF6CC0EF81357E8487B922B37314EB66140EAE51342B50C922EFF10BF8E9B6	加拿大军卫士们	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00012	5C3174FA84BC5372D4FEA3BA002C85C20CCEB80A3D83CB402FAD72B03D6F58AC	主播	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00013	B074FA4FA8C86D8B3C333F50396B1F23C3F37BA35788B3FDF871C68CCF60BC3A	克莱因中队	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00014	F668DDB4552170E72796A118DD7A6E249DDB318E5EAABACCC02A5517831B2547	盖斯克朗少校	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00015	1BA9DA8A4F197B1DA55285DD6A3FCCFEA7E96927784C30B22C864C8DC78DF5F4	蝾螈队	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00016	20195BF224E1A5E8C64BF3AF98D95F12955D2280FDDB5382C7904F4061F7E7FE	蝾螈1	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00017	6FB475E7C60B4283453173CD5C8329F209F7BE99DA22BCCB2EDC5323396CEF57	蝾螈2	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00018	33E75EB2D79757BC161C5A5868825F83BBE5204E0E2619355D2008939D4E9C82	西雅图市民	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00019	4633E401A6333AD0BF21CEB963B938EFE0E592BF41942A1B48A141606509F535	达里尔	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00020	EBC9D2B901C6B8018F6A46FE6ED4B67FA2C1188060912F1D5CCF049ED00FB058	黑刀2	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00021	349A436D1DC9347777903DA0FBF1C7A3A8476D8C5A77DD79374B8078D46C399C	黑刀3	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00022	A453E829A4E19EACE2DD6FF9C80B8498004250B2CBAEA2E0B34E27850CDD87F7	黑刀4	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00023	7AD837BD2CEBC3188376036E5B3C1F9152F33BD7912A8C8134815CBFA101DAA4	猎人队	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00024	8AE926A909F3B126478F4C77C7C4AC394D4A0A876579144EB5163C5D9C1BA00A	猎人5	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00025	BD8E656328CAAB72BE73EF3B243E61D85FD4785E55E34CFACAF7DF1A86C7D823	猎人7	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00026	1D54E3EA7413DF7B2B6BD78DFD6C2944EE0E449F80D67BBAC55CCC7C6E0DFE4A	猎人9	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00027	01FDDD1833F015AF7E05F0C859F954AAA4DFA517C7296E174771C6C4F065CC98	希尔中尉	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00028	1E6DC97955778EB54D321AA679DAFC38B773E1DB67711984FD472C940C6B6423	雉鸡2	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00029	8CED6ACB1CE30EEF728F2483BDD63850DFB8CFFD9A0F64E013B0E60FB678D4F0	法国人	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00030	121B212C67C589BAEA36056CF351E66ADB5CF4C1C25EC01C99B6404AECEDFA0F	法国代表	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00031	65D443E45525C81535B5892988BE4FA0C2E4582499416307B95AD7B4F09709E0	法国卫士们	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00032	65E0846F809BC49AA89360B2D3664D957AE34AC08958754A6F9D51A4AFFA5F49	法军	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00033	3551E894D7BC3B872ED2C0F173F49E53379C5296D43BF9F2C061653E2B9DACBA	法军操作员	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00034	D8A7B348D6B0F07B97CE09ADD42758904D90C868058A71A9BB87240FA6D61965	法军军官	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00035	62C917B205DEBBC0849B5225C1DC57761148C30D75E4A39851F0749B43D10893	法军卫士	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00036	4591268D912257F5C0D9CDA72FA2EF9AE8B3D358BDD32A836EC0453295F2C19E	法军卫士们	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00037	88931C3CF452A4982EC1FE90B1212CB0B63F353A97B3A22DC45FCA9211733EAA	布莱恩	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00038	05F62D39404394F998B4021E2563162410D04552242FF5A61BB5A1A346A89F69	黑刀队	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00039	0DA667CC20E46430BADD977F4DE977F50474684143801224B04CECE4B797322B	号角中队	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00040	EC2D68ABCE637A23BD784BFE6E197DD5D0B22BE1EE4A1733DB03D2D66BB38BDD	号角3	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00041	9954DBFBA20D990511D48E7E6B452FDEC0997AAEB3DAF0F915F2F72463361F99	拳师号操作员	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00042	4F35882C45049F61E01CE149FCA5395D3B1C475EDB36C69805A9E2BD14353ABE	麦圭尔准将	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00043	C09C97177F00F15ABB07FD04FC576852E3B9C4EC1B1F7CFAA9EE9ABE8401D495	鹅妈妈1	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00044	C9C663346FA6B05D8A370830214883DFF1C54A913EDA19B109F75B9E72F03611	玛丽亚	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00045	3F48F6622E89CA082AF3F1D5B4DD9F8DBA2527BBB71D8A38B372D2FC820DE3F5	梅尔维娜	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00046	5F6AA76D69AF2FAAA876B011A15B87D44CEA3CFEB9919898CC9671D586A04FE4	响尾蛇1	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00047	50727F133AED785C87D56DEE5519B155C85AF8BF829245DF3797D52F614FD5EB	莉莉娅	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00048	A19B9B9AEC5EA591DF08F964C671D89063BB210982FF2146A889B90E64C2F5AF	里维埃上尉	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00049	2548F866DB58083885288A93650428E2235BEF2D25D98897A05ED2C6BF517608	莉娜	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00050	F46DD7323CCB7C34E36DB1325E1A05F42D03FF0A74D19949BE51F5E167E39ECD	众人	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00051	9557F2FD04BA065F66C27A9CABDE2361CA669C6DD8000136551B9C9E7E73A198	一郎	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00052	10EDACDAF7B8EA41DD54FA1B5C21BD08A7E938E28FF9D162C5E39EED5BE0256A	法国卫士	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00053	2C949F908173919B074D1F3A412F8156492717E6FF44F7CB2F9487BF5EEBF72B	下士	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00054	F9C30F174F8714DC4D6129B25A2BF526550DD4981CDCA5C819B32A0554A1AED9	亲信	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00055	740593691181C32F9EDEAC7923D27E4987C820582CB4D8ABEF9BE8FD73E21BE9	前帝国军卫士	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00056	A9F15B25835F959BE86E49337FA56CDA21F579AA7F78492687E54BE69E862455	医生	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00057	B7D9C5AA1F64F44D905CABEDE55287222223D974EB40CCA290258599243716A3	千堂专务	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00058	C4B7DC88E035A52ACBF888378028FD6FA4D13126AE98165D208D14F8AC66A5BA	古手川老师	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00059	42BC1F9F1F557C3931A281206C0A4F2D7C8CDC7443E66A6DBA4384FA68AAA394	咲代子	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00060	693E132F27EB39E775935C3D48E7729D35F038DC01B353B7EAE2912B29A23D2C	声音	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00061	C38F1294E2A122F88F3EB29305EBB83282BFA6A4776DAC726F6EE023AF2A4F84	大上中尉	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00062	91D7FDBBA5E620C6E988A1D2388734B4E9F171B364A48772FC1F8A76CD4E53FD	大和号操作员	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00063	0AB4610B9257C2985566C82D624C1ADF36C03B9949398A544728B4021BDF779D	女性	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00064	9DF786C685D82687CCABFB3CBBA80ED1542B7390F519FCA642AAF9A3D6FCD299	女性的声音	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00065	E9291C8A0748FB406D1AE76437CCC344D22663FC8E7655D635243E99698848BB	女孩	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00066	880402EE253468B18AD760B4727562D07D8E78D2DB8C1E64EB6DD0E3DD5C5A0B	孩子们	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00067	70F0C61C36968A044525870A9929E100E79549A2000185F77656278CBFA06D68	孩子们	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00068	6FB0AAAD480AC6A8A22732B5BAF264C82A10E7476B6D74A8E91F752B62FDE347	孩子	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00069	17AE7432142DFE474890B0D0546DD92B6C74AB233B5350DC9E4E4D1D38E5E3F9	巴少尉	speaker	原版明确为巴少尉；修复旧译误写成另一角色戎少尉。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00070	22A6C515B9079F8E12C0BCA8E3C6D2DF5088B62C82D21683A8393B26F575BD5A	帝国斯卫卫士	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00071	6ABE6F858730DBBAC7F2FCF8B1E2EFCFBDDAB063B28BA1BFDB57A8F412054639	帝国海军参谋	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00072	6A96D29F5CF983FF946139BD7BE6F0BF25EF4714C0EDBEE07997C9A48AECE4AA	帝国海军提督	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00073	5C6DA5034BB542818965F19549C023A4BA90EC92EEEAB391CCED65EDC6808373	帝国卫士	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00074	AA6A345E69D400DC6996848E455217DF3578CD0ABFF102D0F97929BB8073D025	帝国卫士们	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00075	BF4B952F50134F9110D1C35022878D73F6D74F42ED7CF2586C2F7362B928FC94	帝国军士兵	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00076	8C0395F3A48658B369FC6149C387B92DA3F783ADBFD2DF749E2421489EEFD936	帝国军卫士	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00077	93485A26F423AE1A453BB359F9E5F0DD6C4D86D063AA0DF70C4EF042E22575C1	悠阳殿下	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00078	B73EED78560E031210DA82A68E0AD21B78B2472E7281E33D527842F57A76B115	戎少尉	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00079	8ACB40C2E4AC8FD7907A2840FF43623EC259601A8267E6B19515B2B5958F2237	整备班长	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00080	5E73B9DA012D4346CE72D5AAAB188C0309EA2E47896F100D1E4E262D26B360DB	斑鸠阁下	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00081	96BB3B0BAC2FD1BE7FB99A853B55A68D6C35A84A9F8465DE1C2AF520712D7EEC	斯卫	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00082	799934E1316749DA6C772B8BB064563B9890D15E6814BA0E94DF4998C94226DE	斯卫卫士	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00083	FDCF4D4EAC091164B2D83FD7D153C201F37945F208396024F09DBE0B02A35345	斯卫军卫士	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00084	5AC442483189787EBF6032863A580447A4988A13BC427697DC55BFFF113AB706	斯卫军卫士们	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00085	8E6036950211C30E36AB4FB32734F6C0C5D6312FE264B42B63DA4D571A9748CB	斯卫军卫士1	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	tda03_s00086	0AA6334B4F85F8B734D4E877E9AD2A30797FDCA519A88F6AD6966C1708CBDDF1	月咏中尉	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
