relative_path	id	source_text_sha256	zh_cn	kind	note
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00080	165E08133E7059770531A7F8E7815A8A03C45E4761A0ABBD9788BB5243A77E10	监察官	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00081	02165B561174FFD8BBA530FC7549DEE19B3CD6F2370D021B69BD11188772DABA	神代少尉	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00082	432F54FAA0712FCA54C307AD681482C55FA75A51E06616227FBF3BB8C385D7AC	神代·巴	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00083	876F4FA1A88B35407C83D9F92DFB5050F4F897FB220350AE305519F9FB8465D7	神代·巴·戎	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00084	954BE355BD2FB36ED261D7F3AC2A07EFED6CD0C0BEC5A894AE10CC97C2EE190B	神代·戎·巴	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00085	EBBC9534CD6C5BD11AEF5A68D42293131095846BA3305860C5A12A13245CF21D	美国卫士	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00086	DB14835B8A26E5738D6228618CB874F06A380A3821B32F3FA41FBD3505533328	美国卫士们	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00087	E0BEE89321506357D7311D5201BE9462F1C00A78FC860C89D42268F15899A7B9	美国军官	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00088	093A106EF26BB4B4DEF8311BEDFF9CB1D6D54064778DC5438D0C524645DB647D	美国空军士兵	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00089	912EA9F3BEA4C0B559E291DA3BA3101CC9F1621BE3A3F90C94309E8CE0FDF055	美国卫士	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00090	36607D98486798EB4FF06E017DFBCE2A698F738D07BE4836DAA693E744139F4F	美国国会议员	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00091	7A1C397DAE056A269D22018BDD7F58F70A27675988B2B737DBB57EF7157B45FD	美军军官	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00092	1A5EE0114A2ABD491741708759548289A6E1FDAAD9BEF3EB569D951502A3459B	美国卫士	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00093	94C14736DE4EE0F78AB983FE012D7B805B197BEC206AF7F380BD5584942BF311	老人	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00094	F8829E6D110D2794F0860E43D8764616656E3F12D2983ECB5D4B686131FA2B88	工作人员	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00095	6F4553B8847AD598C52F1BBCF8C324BE52B0F7239ABF190E31620BEA92F45EED	卫士	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
